SubjectNumber,SessionNumber,SOA,PrimeCondition,Accuracy,Mean RT,StDev RT
94,1,200,first associate related,0.90,703.37,249.65
94,1,200,other associate related,0.92,698.22,178.80
94,1,200,first associate unrelated,0.98,699.20,197.64
94,1,200,other associate unrelated,0.90,715.68,214.22
94,1,1200,first associate related,0.94,604.47,143.04
94,1,1200,other associate related,0.94,657.47,266.61
94,1,1200,first associate unrelated,0.90,678.45,148.73
94,1,1200,other associate unrelated,0.92,712.63,150.00
94,2,200,first associate related,0.94,618.76,102.26
94,2,200,other associate related,0.96,618.32,140.07
94,2,200,first associate unrelated,0.86,653.39,140.45
94,2,200,other associate unrelated,0.88,678.72,195.60
94,2,1200,first associate related,0.98,604.96,171.39
94,2,1200,other associate related,0.96,574.48,111.82
94,2,1200,first associate unrelated,0.88,631.37,179.75
94,2,1200,other associate unrelated,0.96,616.18,127.59
95,1,200,first associate related,0.92,913.65,279.12
95,1,200,other associate related,0.94,870.92,220.21
95,1,200,first associate unrelated,0.92,954.23,307.78
95,1,200,other associate unrelated,0.98,955.78,243.23
95,1,1200,first associate related,0.98,647.94,131.26
95,1,1200,other associate related,0.98,697.27,156.96
95,1,1200,first associate unrelated,0.92,722.42,203.77
95,1,1200,other associate unrelated,0.88,710.04,206.13
95,2,200,first associate related,0.94,758.63,226.56
95,2,200,other associate related,0.88,813.20,288.48
95,2,200,first associate unrelated,0.90,802.53,234.05
95,2,200,other associate unrelated,0.90,797.81,263.31
95,2,1200,first associate related,0.92,827.40,333.05
95,2,1200,other associate related,0.98,714.59,199.54
95,2,1200,first associate unrelated,0.88,826.76,351.10
95,2,1200,other associate unrelated,0.83,850.72,284.53
96,1,200,first associate related,1.00,742.79,249.49
96,1,200,other associate related,0.98,728.31,198.83
96,1,200,first associate unrelated,0.96,721.48,265.76
96,1,200,other associate unrelated,0.90,763.59,206.81
96,1,1200,first associate related,0.98,575.49,115.75
96,1,1200,other associate related,0.96,600.70,152.06
96,1,1200,first associate unrelated,0.96,605.76,128.17
96,1,1200,other associate unrelated,1.00,624.75,143.88
96,2,200,first associate related,0.98,905.76,298.45
96,2,200,other associate related,0.96,906.31,348.80
96,2,200,first associate unrelated,0.98,926.44,239.91
96,2,200,other associate unrelated,0.96,913.55,343.49
96,2,1200,first associate related,0.94,891.53,286.88
96,2,1200,other associate related,0.98,830.06,213.06
96,2,1200,first associate unrelated,0.92,856.50,138.99
96,2,1200,other associate unrelated,0.90,840.94,203.86
97,1,200,first associate related,0.98,1367.82,444.65
97,1,200,other associate related,0.92,1603.94,469.34
97,1,200,first associate unrelated,0.96,1459.12,479.07
97,1,200,other associate unrelated,0.96,1449.12,530.53
97,1,1200,first associate related,1.00,1867.25,409.78
97,1,1200,other associate related,0.86,1595.00,201.13
97,1,1200,first associate unrelated,0.75,2061.33,544.78
97,1,1200,other associate unrelated,1.00,1957.73,403.70
97,2,200,first associate related,0.92,1527.12,428.68
97,2,200,other associate related,0.92,1450.21,390.16
97,2,200,first associate unrelated,0.88,1621.24,532.63
97,2,200,other associate unrelated,0.92,1581.81,504.54
97,2,1200,first associate related,0.86,1785.70,523.00
97,2,1200,other associate related,0.92,1718.27,376.40
97,2,1200,first associate unrelated,0.85,1682.25,490.64
97,2,1200,other associate unrelated,0.89,1646.09,459.57
98,1,200,first associate related,0.98,651.84,139.58
98,1,200,other associate related,0.94,697.12,162.90
98,1,200,first associate unrelated,0.90,678.28,114.81
98,1,200,other associate unrelated,0.87,699.36,152.22
98,1,1200,first associate related,1.00,648.24,100.42
98,1,1200,other associate related,0.92,720.94,292.09
98,1,1200,first associate unrelated,0.96,644.82,154.20
98,1,1200,other associate unrelated,0.87,636.67,119.62
98,2,200,first associate related,0.92,609.83,116.29
98,2,200,other associate related,0.83,611.98,110.36
98,2,200,first associate unrelated,0.81,649.29,101.15
98,2,200,other associate unrelated,0.84,630.72,118.36
98,2,1200,first associate related,0.92,613.85,96.84
98,2,1200,other associate related,0.92,616.04,148.26
98,2,1200,first associate unrelated,0.90,603.77,90.46
98,2,1200,other associate unrelated,0.92,637.69,119.39
99,1,200,first associate related,0.98,596.37,111.24
99,1,200,other associate related,1.00,606.58,98.57
99,1,200,first associate unrelated,1.00,669.25,206.43
99,1,200,other associate unrelated,0.96,671.22,195.40
99,1,1200,first associate related,1.00,554.13,146.03
99,1,1200,other associate related,1.00,563.75,105.29
99,1,1200,first associate unrelated,0.98,565.04,127.70
99,1,1200,other associate unrelated,1.00,567.27,101.39
99,2,200,first associate related,1.00,547.54,70.37
99,2,200,other associate related,1.00,551.42,65.43
99,2,200,first associate unrelated,1.00,581.46,66.92
99,2,200,other associate unrelated,0.98,611.90,172.66
99,2,1200,first associate related,0.98,522.51,76.35
99,2,1200,other associate related,1.00,575.33,95.81
99,2,1200,first associate unrelated,0.98,529.35,51.08
99,2,1200,other associate unrelated,1.00,553.90,100.98
100,1,200,first associate related,0.96,649.57,259.79
100,1,200,other associate related,0.98,685.10,247.08
100,1,200,first associate unrelated,0.96,731.53,260.17
100,1,200,other associate unrelated,0.96,769.42,253.41
100,1,1200,first associate related,1.00,661.46,217.85
100,1,1200,other associate related,0.96,718.06,271.27
100,1,1200,first associate unrelated,0.92,718.56,209.95
100,1,1200,other associate unrelated,0.92,770.92,333.34
100,2,200,first associate related,0.98,812.82,354.59
100,2,200,other associate related,0.92,916.23,393.34
100,2,200,first associate unrelated,0.94,789.37,218.61
100,2,200,other associate unrelated,0.94,822.18,247.39
100,2,1200,first associate related,0.96,849.38,321.22
100,2,1200,other associate related,1.00,970.71,350.63
100,2,1200,first associate unrelated,0.96,954.48,417.24
100,2,1200,other associate unrelated,0.96,881.36,272.83
101,1,200,first associate related,0.98,538.41,201.62
101,1,200,other associate related,0.96,527.76,141.22
101,1,200,first associate unrelated,0.94,574.69,155.03
101,1,200,other associate unrelated,0.94,570.00,119.05
101,1,1200,first associate related,0.96,571.84,131.52
101,1,1200,other associate related,1.00,618.88,174.71
101,1,1200,first associate unrelated,0.98,690.12,236.77
101,1,1200,other associate unrelated,0.96,639.96,197.42
101,2,200,first associate related,0.98,657.63,176.94
101,2,200,other associate related,1.00,654.06,147.00
101,2,200,first associate unrelated,0.96,713.14,269.20
101,2,200,other associate unrelated,0.98,684.22,180.99
101,2,1200,first associate related,0.96,705.58,159.88
101,2,1200,other associate related,1.00,726.85,275.95
101,2,1200,first associate unrelated,0.96,778.92,213.46
101,2,1200,other associate unrelated,0.92,721.56,187.24
102,1,200,first associate related,1.00,584.83,188.51
102,1,200,other associate related,0.98,547.76,90.95
102,1,200,first associate unrelated,0.98,590.55,148.17
102,1,200,other associate unrelated,1.00,542.58,87.72
102,1,1200,first associate related,0.96,586.24,156.12
102,1,1200,other associate related,1.00,601.42,129.47
102,1,1200,first associate unrelated,0.96,601.20,118.40
102,1,1200,other associate unrelated,1.00,611.96,119.57
102,2,200,first associate related,1.00,503.88,87.74
102,2,200,other associate related,0.98,532.84,107.46
102,2,200,first associate unrelated,0.98,546.20,112.54
102,2,200,other associate unrelated,0.98,562.04,125.28
102,2,1200,first associate related,0.94,542.44,76.14
102,2,1200,other associate related,0.98,541.00,106.99
102,2,1200,first associate unrelated,0.96,559.90,122.48
102,2,1200,other associate unrelated,0.94,552.37,111.85
103,1,200,first associate related,1.00,669.02,174.60
103,1,200,other associate related,1.00,692.88,207.05
103,1,200,first associate unrelated,0.98,744.90,212.22
103,1,200,other associate unrelated,1.00,706.56,178.15
103,1,1200,first associate related,1.00,635.63,140.05
103,1,1200,other associate related,0.98,688.88,152.00
103,1,1200,first associate unrelated,0.98,649.80,123.74
103,1,1200,other associate unrelated,0.96,666.98,124.83
103,2,200,first associate related,0.98,586.90,139.17
103,2,200,other associate related,1.00,598.37,97.50
103,2,200,first associate unrelated,0.98,607.73,115.55
103,2,200,other associate unrelated,0.96,610.96,131.76
103,2,1200,first associate related,1.00,750.54,423.33
103,2,1200,other associate related,1.00,685.48,200.70
103,2,1200,first associate unrelated,1.00,637.37,141.14
103,2,1200,other associate unrelated,0.98,665.24,198.58
104,1,200,first associate related,0.98,473.82,78.77
104,1,200,other associate related,0.96,499.40,118.49
104,1,200,first associate unrelated,0.98,535.69,231.87
104,1,200,other associate unrelated,0.90,517.62,94.23
104,1,1200,first associate related,1.00,536.63,118.00
104,1,1200,other associate related,0.94,530.90,102.96
104,1,1200,first associate unrelated,0.96,566.98,131.14
104,1,1200,other associate unrelated,0.94,538.71,94.37
104,2,200,first associate related,1.00,487.98,84.30
104,2,200,other associate related,0.96,506.56,109.12
104,2,200,first associate unrelated,0.92,511.88,100.50
104,2,200,other associate unrelated,0.98,509.67,81.85
104,2,1200,first associate related,1.00,471.44,97.14
104,2,1200,other associate related,1.00,492.40,106.50
104,2,1200,first associate unrelated,1.00,517.85,107.67
104,2,1200,other associate unrelated,0.96,520.18,82.51
105,1,200,first associate related,0.94,792.40,111.55
105,1,200,other associate related,0.96,812.37,108.93
105,1,200,first associate unrelated,1.00,817.94,114.48
105,1,200,other associate unrelated,0.98,855.49,149.94
105,1,1200,first associate related,0.98,696.72,90.31
105,1,1200,other associate related,1.00,679.71,72.09
105,1,1200,first associate unrelated,1.00,721.08,115.17
105,1,1200,other associate unrelated,0.96,692.67,61.34
105,2,200,first associate related,0.98,679.98,136.93
105,2,200,other associate related,1.00,673.00,89.10
105,2,200,first associate unrelated,0.96,712.18,142.41
105,2,200,other associate unrelated,1.00,709.63,107.32
105,2,1200,first associate related,1.00,695.49,109.45
105,2,1200,other associate related,1.00,706.87,97.57
105,2,1200,first associate unrelated,1.00,704.77,112.02
105,2,1200,other associate unrelated,0.96,726.55,132.80
106,1,200,first associate related,0.98,755.82,204.09
106,1,200,other associate related,1.00,741.37,233.98
106,1,200,first associate unrelated,0.98,761.57,229.44
106,1,200,other associate unrelated,1.00,773.92,206.21
106,1,1200,first associate related,1.00,696.87,148.06
106,1,1200,other associate related,0.98,731.27,255.90
106,1,1200,first associate unrelated,0.90,774.87,242.15
106,1,1200,other associate unrelated,1.00,788.12,341.61
106,2,200,first associate related,0.96,644.56,182.59
106,2,200,other associate related,0.98,671.20,183.02
106,2,200,first associate unrelated,0.96,640.40,149.33
106,2,200,other associate unrelated,0.96,754.38,329.75
106,2,1200,first associate related,0.96,635.41,125.97
106,2,1200,other associate related,1.00,660.13,162.74
106,2,1200,first associate unrelated,0.98,672.29,211.12
106,2,1200,other associate unrelated,0.98,666.35,135.80
107,1,200,first associate related,0.98,586.53,136.23
107,1,200,other associate related,0.98,608.37,166.74
107,1,200,first associate unrelated,0.98,605.73,154.69
107,1,200,other associate unrelated,0.98,696.24,338.19
107,1,1200,first associate related,1.00,693.88,233.15
107,1,1200,other associate related,1.00,755.83,254.65
107,1,1200,first associate unrelated,0.96,769.28,249.87
107,1,1200,other associate unrelated,0.98,722.41,258.26
107,2,200,first associate related,0.91,790.48,332.93
107,2,200,other associate related,0.92,866.15,363.55
107,2,200,first associate unrelated,0.90,736.74,234.81
107,2,200,other associate unrelated,0.83,808.58,377.73
107,2,1200,first associate related,0.87,770.67,433.99
107,2,1200,other associate related,0.92,885.98,400.59
107,2,1200,first associate unrelated,0.94,886.90,494.86
107,2,1200,other associate unrelated,0.98,729.67,262.48
108,1,200,first associate related,1.00,697.85,175.43
108,1,200,other associate related,1.00,670.77,178.67
108,1,200,first associate unrelated,0.98,724.41,189.19
108,1,200,other associate unrelated,0.92,715.00,192.98
108,1,1200,first associate related,0.96,538.54,136.25
108,1,1200,other associate related,1.00,619.78,126.68
108,1,1200,first associate unrelated,0.96,609.82,133.96
108,1,1200,other associate unrelated,0.96,679.98,161.85
108,2,200,first associate related,0.90,636.15,150.08
108,2,200,other associate related,0.92,646.94,102.62
108,2,200,first associate unrelated,0.85,675.82,158.25
108,2,200,other associate unrelated,0.92,726.32,180.10
108,2,1200,first associate related,1.00,585.87,166.43
108,2,1200,other associate related,1.00,644.56,156.51
108,2,1200,first associate unrelated,0.90,683.98,222.16
108,2,1200,other associate unrelated,0.94,643.63,161.41
109,1,200,first associate related,1.00,511.79,87.88
109,1,200,other associate related,0.96,540.26,99.61
109,1,200,first associate unrelated,0.98,603.20,186.04
109,1,200,other associate unrelated,0.94,601.86,148.81
109,1,1200,first associate related,0.96,711.55,262.36
109,1,1200,other associate related,0.96,720.76,205.75
109,1,1200,first associate unrelated,0.98,694.64,147.90
109,1,1200,other associate unrelated,1.00,683.77,174.89
109,2,200,first associate related,0.98,614.14,179.28
109,2,200,other associate related,1.00,658.21,152.94
109,2,200,first associate unrelated,0.94,713.47,261.53
109,2,200,other associate unrelated,0.96,627.56,183.28
109,2,1200,first associate related,0.92,825.60,276.66
109,2,1200,other associate related,0.94,821.45,245.27
109,2,1200,first associate unrelated,0.92,817.92,189.12
109,2,1200,other associate unrelated,0.94,899.08,332.68
110,1,200,first associate related,0.98,610.67,118.90
110,1,200,other associate related,0.92,596.38,90.03
110,1,200,first associate unrelated,0.98,622.43,122.24
110,1,200,other associate unrelated,0.94,633.67,123.82
110,1,1200,first associate related,0.98,611.39,94.53
110,1,1200,other associate related,1.00,607.90,95.24
110,1,1200,first associate unrelated,0.94,619.02,105.14
110,1,1200,other associate unrelated,1.00,658.02,137.85
110,2,200,first associate related,0.98,641.25,151.23
110,2,200,other associate related,0.98,630.67,143.71
110,2,200,first associate unrelated,0.96,654.22,119.93
110,2,200,other associate unrelated,0.87,667.27,143.05
110,2,1200,first associate related,0.96,627.16,116.97
110,2,1200,other associate related,0.98,642.25,119.30
110,2,1200,first associate unrelated,0.98,665.92,157.75
110,2,1200,other associate unrelated,0.96,685.40,166.23
111,1,200,first associate related,0.98,565.57,109.43
111,1,200,other associate related,0.96,605.70,151.10
111,1,200,first associate unrelated,0.94,633.73,146.48
111,1,200,other associate unrelated,0.98,614.88,121.18
111,1,1200,first associate related,0.98,658.69,166.71
111,1,1200,other associate related,0.98,730.57,213.44
111,1,1200,first associate unrelated,0.98,687.43,218.07
111,1,1200,other associate unrelated,0.96,694.98,201.98
111,2,200,first associate related,0.98,690.84,192.21
111,2,200,other associate related,0.98,736.41,306.28
111,2,200,first associate unrelated,0.98,704.39,161.91
